cell_idx,method,normalized_entropy,correction_magnitude
76,MoE-Harmony,0.08855743763710985,1.3710618712120655
77,MoE-Harmony,0.1449138308106981,1.4091792017242701
78,MoE-Harmony,0.026374657511279237,1.9248249999699163
79,MoE-Harmony,0.2678823595868239,1.293044361808497
80,MoE-Harmony,0.05896216654858652,1.4102299985856763
81,MoE-Harmony,0.12420553296993105,1.358533850678602
82,MoE-Harmony,6.143099761549362e-05,1.9168679433558393
83,MoE-Harmony,0.007720174544652726,1.6356501559217453
84,MoE-Harmony,0.010517989490714131,1.5398198827186753
85,MoE-Harmony,0.036397122975440614,1.688878476710549
86,MoE-Harmony,0.14105034691919086,1.152437148865423
87,MoE-Harmony,0.41304962340514173,1.2297022759048108
88,MoE-Harmony,0.07710917134182926,1.8125119665841303
89,MoE-Harmony,0.13399935336331814,2.0033743867412386
90,MoE-Harmony,0.006237676662753898,1.5225954908556445
91,MoE-Harmony,0.12272966330732016,1.4947354720456032
92,MoE-Harmony,0.03511563046798123,1.652824922307576
93,MoE-Harmony,0.13145085632275103,1.2796952212375832
94,MoE-Harmony,0.3397844657367594,1.2948968185672507
95,MoE-Harmony,0.47317780730833037,1.0348816563156837
96,MoE-Harmony,0.3371461911548266,1.333669114585606
97,MoE-Harmony,0.11116048213256301,1.590503839124984
98,MoE-Harmony,0.013862571052150186,2.084172267311989
99,MoE-Harmony,0.2777706136370261,1.2797391574613268
100,MoE-Harmony,0.17617675640234118,1.6055321702332694
101,MoE-Harmony,0.3049986692707188,1.3925646343237323
102,MoE-Harmony,0.16307702835582136,1.442143432971618
103,MoE-Harmony,0.048675938437324,1.2978547023293827
104,MoE-Harmony,0.010718325039149082,1.5624350347880793
105,MoE-Harmony,0.16126105915622366,1.758255643342082
106,MoE-Harmony,0.03931745848794688,1.7926252298107155
107,MoE-Harmony,0.012341197183928444,1.6020404145354927
108,MoE-Harmony,0.010726225838406704,1.4224290221499416
109,MoE-Harmony,0.22270434269399983,1.556481380063983
110,MoE-Harmony,0.026005780193129834,1.7983691548553389
111,MoE-Harmony,0.12226191550438564,1.6992365851782814
112,MoE-Harmony,0.3725998222547953,1.4391005434905857
113,MoE-Harmony,0.2580292720500056,1.3738457728440647
114,MoE-Harmony,0.06888995986337157,1.4297107175256298
115,MoE-Harmony,0.025073354564696976,1.5383337214674107
116,MoE-Harmony,0.006115252219883883,1.5802485491802307
117,MoE-Harmony,0.08946924425484008,1.4333793467121816
118,MoE-Harmony,0.005852358159468059,1.7892753219473154
119,MoE-Harmony,0.11216666037116023,1.841235338968243
120,MoE-Harmony,0.032398102131934725,1.523921213869122
121,MoE-Harmony,0.006303518093221176,1.7134871441380912
122,MoE-Harmony,0.1778031777380987,1.1053253410781643
123,MoE-Harmony,0.00708733542776537,1.9389710106285571
124,MoE-Harmony,0.051347166774711024,1.3500704784167714
125,MoE-Harmony,0.35687428032317053,1.2351838366805203
126,MoE-Harmony,0.006032371381189334,1.5637550495519132
127,MoE-Harmony,0.05102100761033419,1.5466150160764132
128,MoE-Harmony,0.11298709819928192,1.7109550584823252
129,MoE-Harmony,0.14946748626534923,1.6174319573688145
130,MoE-Harmony,0.20708251851687923,1.3676754862159488
131,MoE-Harmony,0.015174303155034182,1.5785324943808778
132,MoE-Harmony,0.04562944071117283,1.426544056326487
133,MoE-Harmony,0.3162744226576657,1.0840871703407668
134,MoE-Harmony,0.04711193896995438,1.5155720551232623
135,MoE-Harmony,0.009277863860839754,1.7058054580200257
136,MoE-Harmony,0.02340409852525171,1.6646495432866766
137,MoE-Harmony,0.056153295882662414,1.696924084090738
138,MoE-Harmony,0.02330232637051041,1.411103975393241
139,MoE-Harmony,0.010130365316306771,1.6700603378767356
140,MoE-Harmony,0.37223482934431323,1.385935856494224
141,MoE-Harmony,0.14063778669322632,1.5781578077171037
142,MoE-Harmony,0.4289999786496048,1.355424228509505
143,MoE-Harmony,0.018175014887584294,1.7027331673921593
144,MoE-Harmony,0.005211706678203498,1.839773625188229
145,MoE-Harmony,0.07420658246803348,1.665830969393625
146,MoE-Harmony,0.09491939605676736,1.3837399421622816
147,MoE-Harmony,0.06658904615713102,1.6640468947592524
148,MoE-Harmony,0.1382786542151278,1.809553398825687
149,MoE-Harmony,0.006945376717432598,1.9383149545750207
150,MoE-Harmony,0.2648260119312508,1.367080039663008
151,MoE-Harmony,0.1714511237059516,1.5692597444095588
152,MoE-Harmony,0.04196802093244535,1.745718563781192
153,MoE-Harmony,0.015329525045250439,1.7017627598929914
154,MoE-Harmony,0.05045313739822837,1.6404188845904053
155,MoE-Harmony,0.2931852436372349,1.4395316038032664
156,MoE-Harmony,0.20613510854243228,1.3492621758637067
157,MoE-Harmony,0.036216488403962264,1.3498210160088835
158,MoE-Harmony,0.027684550855616354,1.7991079291157732
159,MoE-Harmony,0.146677853318357,1.569619966715492
160,MoE-Harmony,0.04928263125175962,1.63012084166115
161,MoE-Harmony,0.08706777112003344,1.5513864417680103
162,MoE-Harmony,0.05141084217451039,1.5486296983672099
163,MoE-Harmony,0.006927301837270798,1.499199862859646
164,MoE-Harmony,0.023280104851526054,1.4520919212665606
165,MoE-Harmony,0.09105884610176171,1.5092671525203927
166,MoE-Harmony,0.3843348696274207,1.4470197574159083
167,MoE-Harmony,0.11245252641381732,1.607147183285408
168,MoE-Harmony,0.09111974915642217,1.4117219667682117
169,MoE-Harmony,0.021614680217376323,1.8702969424744842
170,MoE-Harmony,0.031791740448484616,1.0904913658600013
171,MoE-Harmony,0.026967817155109732,1.567223083225765
172,MoE-Harmony,0.017524366693545543,1.7791344383320624
173,MoE-Harmony,0.3234370481943428,1.2203807562031415
174,MoE-Harmony,0.23766947248859957,1.5363517595250793
175,MoE-Harmony,0.0366783047451729,1.4492785318594141
176,MoE-Harmony,0.0035941070906961394,1.4168038389714992
177,MoE-Harmony,0.03491926934672804,1.8499265249001688
178,MoE-Harmony,0.19128617837156753,1.4356140366450756
179,MoE-Harmony,0.0403723524966465,1.6174131141445622
180,MoE-Harmony,0.5084840673905504,1.2935378386255623
181,MoE-Harmony,0.07983559285422241,1.6246592452547433
182,MoE-Harmony,0.0650744854950789,1.5575625600896803
183,MoE-Harmony,0.32796135712826663,1.51701241622752
184,MoE-Harmony,0.0036923893286443603,1.3748432287552832
185,MoE-Harmony,0.1764665806313506,1.5198386649716624
186,MoE-Harmony,0.018059269697994956,1.4120058810765803
187,MoE-Harmony,0.008177975047509426,1.5591791813256142
188,MoE-Harmony,0.003513667608156975,2.119289300594398
189,MoE-Harmony,0.06469986741382269,2.1027505883089144
190,MoE-Harmony,0.07850534584692072,1.4015178875829113
191,MoE-Harmony,0.06511601439422252,1.2922324728626908
192,MoE-Harmony,0.20652847568969457,1.5285995720759096
193,MoE-Harmony,0.051852206352446285,1.6106853655751872
194,MoE-Harmony,0.009363395157636819,1.5588276182252936
195,MoE-Harmony,0.12613947295920006,1.531142881822043
196,MoE-Harmony,0.12067137350013567,1.5696145704849056
197,MoE-Harmony,0.20552588229168411,1.6287168848106148
198,MoE-Harmony,0.08745141355530442,1.5136028124493683
199,MoE-Harmony,0.25992511393542966,1.438124700843116
200,MoE-Harmony,0.18986904500043478,1.3963133820028424
201,MoE-Harmony,0.1650330006605122,1.3564264573984055
202,MoE-Harmony,0.011464716272715057,1.7055320360640296
203,MoE-Harmony,0.07435654870367893,1.432472828781757
204,MoE-Harmony,0.03309696547270282,1.4807475012239495
205,MoE-Harmony,0.2118521408846344,1.6167415260641191
206,MoE-Harmony,0.051373574266829175,1.2250413323683402
207,MoE-Harmony,0.10341499105931741,1.729241301765911
208,MoE-Harmony,0.06700937848275894,1.7346475243068549
209,MoE-Harmony,0.14688148261764258,1.3985209220346695
210,MoE-Harmony,0.15921300934320348,1.3316739294426714
211,MoE-Harmony,0.0002349644572478356,1.7526396069385466
212,MoE-Harmony,0.02026513969977728,1.282333599407433
213,MoE-Harmony,0.0917508860284689,1.5893077358259575
214,MoE-Harmony,0.023719102882634627,1.9676338550324475
215,MoE-Harmony,0.0010740397426309257,1.6699117149457623
216,MoE-Harmony,0.11574013800002393,1.6858884227490896
217,MoE-Harmony,0.2841150920080287,1.3434501278003388
218,MoE-Harmony,0.056256040087306815,1.5421152088743686
219,MoE-Harmony,0.001619842781691417,1.7792358089592621
220,MoE-Harmony,0.013592753292357951,1.7456643196315809
221,MoE-Harmony,0.02359872526100559,1.4673368017876491
222,MoE-Harmony,0.025746344287474583,1.479985618258238
223,MoE-Harmony,0.17297517357297515,1.5397982759840014
224,MoE-Harmony,0.027089253726431718,1.4482574653318971
225,MoE-Harmony,0.11579470919322073,1.5048708453146493
226,MoE-Harmony,0.0641509732998084,1.7772363868472238
227,MoE-Harmony,0.19439894401788158,1.2500002700824202
228,MoE-Harmony,0.014785696133804307,1.7380249158608883
229,MoE-Harmony,0.03628721399609045,1.8587432784158942
230,MoE-Harmony,0.42451442816098045,1.3084918913662715
231,MoE-Harmony,0.009918299090876055,2.0488172657470156
232,MoE-Harmony,0.2638223410379767,1.5092111300969746
233,MoE-Harmony,0.05562863060617382,1.7422231586014871
234,MoE-Harmony,0.15164846499036602,1.281339873333408
235,MoE-Harmony,0.04573827787408909,1.6105315856989197
236,MoE-Harmony,0.39793809008050035,1.3373377449453738
237,MoE-Harmony,0.21933352504199616,1.4854786885718065
238,MoE-Harmony,0.1088141218766989,1.82906458268479
239,MoE-Harmony,0.14756801314213497,1.6044999993505311
240,MoE-Harmony,0.023242933705396512,1.6935665769568662
241,MoE-Harmony,0.09667691148633177,1.787595320796717
242,MoE-Harmony,0.15235449051892141,1.318050293981454
243,MoE-Harmony,0.27877847104294223,1.483555214149049
244,MoE-Harmony,0.09265572436265024,1.256585702257194
245,MoE-Harmony,0.149623159702028,1.3148964137781343
246,MoE-Harmony,0.2476430160671027,1.2559452192772156
247,MoE-Harmony,0.19865640516799443,1.2599057685567165
248,MoE-Harmony,0.026192509535218095,1.7445740514425687
249,MoE-Harmony,0.3003139983703263,1.3441305208405143
250,MoE-Harmony,0.04124977450195538,1.535960189672376
251,MoE-Harmony,0.12560007599025952,1.5711380120061238
252,MoE-Harmony,0.025488985804900877,1.9711010849387616
253,MoE-Harmony,0.06315713136465755,1.4026706024123863
254,MoE-Harmony,0.0023093175914107506,1.7448507908743645
255,MoE-Harmony,0.31122998945242575,1.4575749869166912
256,MoE-Harmony,0.25637592453047636,1.2591712202190362
257,MoE-Harmony,0.10834379452117388,1.613314998692952
258,MoE-Harmony,0.029511197129810658,1.477315161509649
259,MoE-Harmony,0.1010247308614092,1.6217944785242486
260,MoE-Harmony,0.06334789443478517,1.7374019428783678
261,MoE-Harmony,0.2681425803361497,1.4174307727358428
262,MoE-Harmony,0.06422539459969266,1.722130175093029
263,MoE-Harmony,0.049391817919882564,1.7846270894140168
264,MoE-Harmony,0.01993798522891458,1.5558001102252212
265,MoE-Harmony,0.09542104325763417,1.419342679793042
266,MoE-Harmony,0.09521904836326864,1.5091880807193783
267,MoE-Harmony,0.18065986121576616,1.612884577732674
268,MoE-Harmony,0.3456218466383671,1.3412572711643147
269,MoE-Harmony,0.12222035426029854,1.3615948558035824
270,MoE-Harmony,0.02846846305501276,1.6473788625533934
271,MoE-Harmony,0.09863202212527795,1.4794826781660684
272,MoE-Harmony,0.0996686537129014,1.853058113836688
273,MoE-Harmony,0.2932820852860237,1.6962551024354635
274,MoE-Harmony,0.08115101841584982,1.4299414028339905
275,MoE-Harmony,0.10690768707421973,1.5061664703883566
276,MoE-Harmony,0.00967067633400654,1.5959751984474913
277,MoE-Harmony,0.2562986723746419,1.5167139822062972
278,MoE-Harmony,0.22222073932423586,1.4825824168131287
279,MoE-Harmony,0.24046454009861903,1.4709637869302477
280,MoE-Harmony,0.003201086113650098,1.656965989240974
281,MoE-Harmony,0.014010616905343616,1.668147236342781
282,MoE-Harmony,0.22330520069151255,1.2681119077085876
283,MoE-Harmony,0.02215659898953475,1.648449404095559
284,MoE-Harmony,0.00875481459028428,1.6219911126947406
285,MoE-Harmony,0.21132636470756724,1.446563833163079
286,MoE-Harmony,0.14279068651717677,1.7219312307328645
287,MoE-Harmony,0.10432265001180002,1.6495352769324743
288,MoE-Harmony,0.014513601203138998,2.084975285531659
289,MoE-Harmony,0.10375280318972646,1.524911147824147
290,MoE-Harmony,0.07199759398004724,1.7635672673275746
291,MoE-Harmony,0.10087161897257749,1.4828836785439778
292,MoE-Harmony,0.03558761518144537,1.3538378509065643
293,MoE-Harmony,0.0736752441800127,1.3149266685717078
294,MoE-Harmony,0.09823255924540648,1.7007808880781898
295,MoE-Harmony,0.09465143114052453,1.663185387833586
296,MoE-Harmony,0.07619174760307262,1.4021216091211874
297,MoE-Harmony,0.15013236785533032,1.5112963893685767
298,MoE-Harmony,0.0229592187062541,1.5705955808411711
299,MoE-Harmony,0.05103866247519265,1.8477621845339245
300,MoE-Harmony,0.24869770721091905,1.2622309924461346
301,MoE-Harmony,0.27564607859623436,1.0917100270814823
302,MoE-Harmony,0.016549295657547952,1.5758831919244332
303,MoE-Harmony,0.2315942720577142,1.5905853192757622
304,MoE-Harmony,0.21730468157050353,1.4614442105910095
305,MoE-Harmony,0.03812645994249944,1.6986866500145463
306,MoE-Harmony,0.32953546439640674,1.3713524558535832
307,MoE-Harmony,0.04545352859920557,1.5465420880065408
308,MoE-Harmony,0.01907580916649216,1.6615864266681477
309,MoE-Harmony,0.027057124235978756,1.4821769475390185
310,MoE-Harmony,0.18796830837122772,1.4788214965034288
311,MoE-Harmony,0.02142979440119402,1.6445074705674858
312,MoE-Harmony,0.07866450350009267,1.763528885243789
313,MoE-Harmony,0.06354566174156244,1.4662072398436274
314,MoE-Harmony,0.17331974289796998,1.4947296871115219
315,MoE-Harmony,0.021735055641340942,1.8301076188087908
316,MoE-Harmony,0.07310003441199772,1.9863406714015708
317,MoE-Harmony,0.12868799222444233,2.013564419590199
318,MoE-Harmony,0.036384307082194846,1.6419634588412546
319,MoE-Harmony,0.09075302981618452,1.716346599800898
320,MoE-Harmony,0.03363605229860155,1.53427677702717
321,MoE-Harmony,0.0039419984806480695,1.707955660224982
322,MoE-Harmony,0.14961340396452477,1.4305626084282086
323,MoE-Harmony,0.15152266629623626,1.7298484670096137
324,MoE-Harmony,0.10747258789432573,1.769170714498567
325,MoE-Harmony,0.004111024070602421,1.5430082795807563
326,MoE-Harmony,0.0176575383696789,1.9198035851376714
327,MoE-Harmony,0.038499599579309804,1.0983827776926949
328,MoE-Harmony,0.04434543567068987,1.7424604652210944
329,MoE-Harmony,0.053804181124742466,1.5427659413008978
330,MoE-Harmony,0.17695353385138038,1.6060177226600973
331,MoE-Harmony,0.022403354087101823,1.6536963467551948
332,MoE-Harmony,0.2008658410385989,1.6242881865165313
333,MoE-Harmony,0.05840239437907167,1.688968028454271
334,MoE-Harmony,0.15814918315616183,1.3219705975244127
335,MoE-Harmony,0.08368533954422447,1.7849793215895111
336,MoE-Harmony,0.21109085526761656,1.4806640148496601
337,MoE-Harmony,0.02652620097664188,1.4492597546525618
338,MoE-Harmony,0.00967476409789661,1.6021031359369322
339,MoE-Harmony,0.013727239391575892,1.6027417952423368
340,MoE-Harmony,0.028023169152300884,1.7510985930128393
341,MoE-Harmony,0.05033555780674562,1.749632488451237
342,MoE-Harmony,0.27846735250600374,1.494086252915326
343,MoE-Harmony,0.009989460369297957,1.7194134798148488
344,MoE-Harmony,0.02339628811135503,1.9699635864489358
345,MoE-Harmony,0.02486616909365724,1.4516365334189654
346,MoE-Harmony,0.135022352912099,1.868682661104266
347,MoE-Harmony,0.11257701402353623,1.824627555105442
348,MoE-Harmony,0.017868146626938697,1.6320173197488606
349,MoE-Harmony,0.11644065252916998,1.1957037194026285
350,MoE-Harmony,0.05586354687461155,1.675187055414072
351,MoE-Harmony,0.2874227175842534,1.3771580461134856
352,MoE-Harmony,0.05380778820645054,1.5447851570153
353,MoE-Harmony,0.07635416138125531,1.537812466329182
354,MoE-Harmony,0.06841060711170144,1.618879744273934
355,MoE-Harmony,0.17467148390592097,1.4834342120934352
356,MoE-Harmony,0.04551972112431513,1.6994257523163858
357,MoE-Harmony,0.019066590449698828,1.3688650172094405
358,MoE-Harmony,0.4335655330398264,1.3087581139273512
359,MoE-Harmony,0.05900687091624931,1.7411359392259342
360,MoE-Harmony,0.059155954449976726,1.2616922071754912
361,MoE-Harmony,0.44165219058593885,1.3545119482425658
362,MoE-Harmony,0.011398313844405225,1.7016753567121052
363,MoE-Harmony,0.06204103691510993,1.4237640549333728
364,MoE-Harmony,0.0012026689399714436,1.6463441183753367
365,MoE-Harmony,0.026309722733221144,1.3540018898251616
366,MoE-Harmony,0.08397964229088821,1.07893254441571
367,MoE-Harmony,0.3464435491420262,1.2832977019904321
368,MoE-Harmony,0.047532750566818306,1.5400589817565815
369,MoE-Harmony,0.22101528137896276,1.1775065043496544
370,MoE-Harmony,0.019067455851942736,1.699663929961633
371,MoE-Harmony,0.035789984876304,1.6053502058503093
372,MoE-Harmony,0.005184768624843954,2.095564688015482
373,MoE-Harmony,0.004053026031175391,1.7053351939989108
374,MoE-Harmony,0.04892056857511625,1.5230887190588944
375,MoE-Harmony,0.009021251649910949,1.232731582234937
376,MoE-Harmony,0.022554786825223917,1.574004260740906
377,MoE-Harmony,0.15332258537553675,1.640448840841938
378,MoE-Harmony,0.2763175998887309,1.4964810421296961
379,MoE-Harmony,0.15467153375063444,1.3817201869726436
380,MoE-Harmony,0.10193484103791119,1.3911002489391826
381,MoE-Harmony,0.024567462589824375,1.413393444813857
382,MoE-Harmony,0.0931106144373067,1.5907928995700182
383,MoE-Harmony,0.05641354158476287,1.434526613326002
384,MoE-Harmony,0.05475280395821997,1.8219465448970413
385,MoE-Harmony,0.053719897117048214,2.0866310967381843
386,MoE-Harmony,0.022260988392612032,1.7555252777795534
387,MoE-Harmony,0.1450138850541612,1.562787578239173
388,MoE-Harmony,0.046386461919004716,1.692280348108533
389,MoE-Harmony,0.037730547555711744,1.8909334587554976
390,MoE-Harmony,0.19963453018486288,1.441761323835229
391,MoE-Harmony,0.011952162477988188,2.1133784266589424
392,MoE-Harmony,0.2457276342718495,1.5723198944249523
393,MoE-Harmony,0.15370853777093405,1.6576941789675672
394,MoE-Harmony,0.00720934088942093,1.7034273631336074
395,MoE-Harmony,0.017887052750156684,1.9527029972366565
396,MoE-Harmony,0.3362787557566626,1.892825193234002
397,MoE-Harmony,0.02160624096778804,2.0786151177390138
398,MoE-Harmony,0.023420593999884352,2.1496619535913504
399,MoE-Harmony,0.19463370197096186,1.8268231816951797
400,MoE-Harmony,0.020844446347755632,1.5997300927083082
401,MoE-Harmony,0.02097631872951356,1.6454879721240885
402,MoE-Harmony,0.10438084718790044,2.048688213169074
403,MoE-Harmony,0.14017722803020605,1.605037540728339
404,MoE-Harmony,0.08791298143873864,1.5136068329988228
405,MoE-Harmony,0.014229433491664306,1.6215198802622743
406,MoE-Harmony,0.0028222787862389573,1.7445346195576281
407,MoE-Harmony,0.012956907750211938,1.3424029266390092
408,MoE-Harmony,0.35181566737665515,1.2865074232959
409,MoE-Harmony,0.31122989534310896,1.411572450754409
410,MoE-Harmony,0.31700566905612265,1.4095018751388995
411,MoE-Harmony,0.03995981593142012,1.6114055035338521
412,MoE-Harmony,0.025200616025599993,1.617751058675588
413,MoE-Harmony,0.06986317841449599,1.9147416041231142
414,MoE-Harmony,0.08315428767022463,1.4556974686200739
415,MoE-Harmony,0.26004465896799017,1.4780148701611957
416,MoE-Harmony,0.0919145550253843,1.6462314046280202
417,MoE-Harmony,0.00950436664826829,1.6706906652395945
418,MoE-Harmony,0.018989929483971147,1.9503082617489247
419,MoE-Harmony,0.072557578065839,1.6658078621282026
420,MoE-Harmony,0.027312320034706173,1.5866260161672716
421,MoE-Harmony,0.12402365779095569,1.6746405469044428
422,MoE-Harmony,0.0418006540264871,1.5581956871825091
423,MoE-Harmony,0.2129621698105934,1.64315157230763
424,MoE-Harmony,0.1572478068001956,1.531948284240931
425,MoE-Harmony,0.0023392965211052313,2.054535630417619
426,MoE-Harmony,0.05134672227149331,1.8919219591269585
427,MoE-Harmony,0.07570618158762753,1.7329683848976578
428,MoE-Harmony,0.12593878254365642,1.5776454416645223
429,MoE-Harmony,0.06945194157380691,1.266040058068759
430,MoE-Harmony,0.007860146648142123,1.6440212119742583
431,MoE-Harmony,0.005921595021990234,1.7430441173237665
432,MoE-Harmony,0.014101387083492041,1.7071898071818987
433,MoE-Harmony,0.005192003848035094,1.54265979637069
434,MoE-Harmony,0.20782216647641913,1.545204408218955
435,MoE-Harmony,0.14951867395817856,1.746931590475037
436,MoE-Harmony,0.05572682485365061,1.4589288524847583
437,MoE-Harmony,0.22224292246410454,1.1774678681449717
438,MoE-Harmony,0.1386317471291948,1.5627297292252187
439,MoE-Harmony,0.270477239430547,1.376123781606021
440,MoE-Harmony,0.059706091653072335,1.440304473578067
441,MoE-Harmony,0.005982834392712882,1.766423804756072
442,MoE-Harmony,0.013825525604116663,1.706458966317227
443,MoE-Harmony,0.06579103892733854,1.6771197027426281
444,MoE-Harmony,0.07280484809211689,1.855440687040866
445,MoE-Harmony,0.052773064513175295,1.9233853149477966
446,MoE-Harmony,0.05412167977723675,1.627988945318586
447,MoE-Harmony,0.0372887477186753,1.409000102126861
448,MoE-Harmony,0.16509051866999533,1.453260136349944
449,MoE-Harmony,0.06608250218612066,1.2413103179967242
450,MoE-Harmony,0.07433907189700242,1.71342438870062
451,MoE-Harmony,0.024801128797512156,1.8030832882645853
452,MoE-Harmony,0.004565991915677792,1.64534262089143
453,MoE-Harmony,0.3063825250661565,1.8066450539693317
454,MoE-Harmony,0.06732891487446561,1.384582669246235
455,MoE-Harmony,0.14483949951086894,1.437446721519796
456,MoE-Harmony,0.0400421690963305,1.3995981113180023
457,MoE-Harmony,0.07283407743584587,1.7263800196723178
458,MoE-Harmony,0.2913973824478578,1.4421994685102106
459,MoE-Harmony,0.3000983131452729,1.4733083606306312
460,MoE-Harmony,0.04924100250644536,1.6856500739082856
461,MoE-Harmony,0.2354715018042391,1.549356093980469
462,MoE-Harmony,0.057847516331460645,1.7409432804146134
463,MoE-Harmony,0.050084221949499366,1.6534137879329962
464,MoE-Harmony,0.33899451420005783,1.1770331517205928
465,MoE-Harmony,0.10354046826563407,1.7002820036911819
466,MoE-Harmony,0.09482638015166428,1.2455831422033927
467,MoE-Harmony,0.0417407689283669,1.54806954999617
468,MoE-Harmony,0.04916099951574065,1.5212464094846727
469,MoE-Harmony,0.05812716292435498,1.4295893777991795
470,MoE-Harmony,0.13663745301320274,1.267146198591401
471,MoE-Harmony,0.3147695746493308,1.3219431537653996
472,MoE-Harmony,0.019416689045987742,1.8043732848342746
473,MoE-Harmony,0.012784422732398994,1.5559695092658787
474,MoE-Harmony,0.14763831199926725,1.6444840421634568
475,MoE-Harmony,0.1404945980438524,1.6844810881554289
476,MoE-Harmony,0.24426278681572725,1.59737947410119
477,MoE-Harmony,0.021787893490635965,1.279679864040178
478,MoE-Harmony,0.10074737578000863,1.7125569658202076
479,MoE-Harmony,0.03975565005819334,1.4143958022998726
480,MoE-Harmony,0.1286776744393492,1.5178662278869046
481,MoE-Harmony,0.01600805397609771,1.620161416130146
482,MoE-Harmony,0.0835249103921719,1.5173883877077032
483,MoE-Harmony,0.08115306559077273,1.608899410757556
484,MoE-Harmony,0.005882043875702705,1.3446338821912662
